Age [ka BP]	δ18O H2O [‰ SMOW]
116.15	-38.56
116.15	-38.63
116.20	-38.63
116.20	-38.52
116.25	-38.52
116.25	-38.13
116.30	-38.13
116.30	-38.09
116.35	-38.09
116.35	-38.45
116.40	-38.45
116.40	-38.37
116.45	-38.37
116.45	-38.33
116.50	-38.33
116.50	-38.42
116.55	-38.42
116.55	-37.86
116.60	-37.86
116.60	-38.03
116.65	-38.03
116.65	-38.48
116.70	-38.48
116.70	-38.14
116.75	-38.14
116.75	-37.97
116.80	-37.97
116.80	-38.11
116.85	-38.11
116.85	-38.40
116.90	-38.40
116.90	-38.39
116.95	-38.39
116.95	-38.26
117.00	-38.26
117.00	-38.11
117.05	-38.11
117.05	-38.05
117.10	-38.05
117.10	-38.07
117.15	-38.07
117.15	-38.03
117.20	-38.03
117.20	-37.90
117.25	-37.90
117.25	-38.01
117.30	-38.01
117.30	-38.00
117.35	-38.00
117.35	-38.16
117.40	-38.16
117.40	-38.21
117.45	-38.21
117.45	-38.15
117.50	-38.15
117.50	-38.00
117.55	-38.00
117.55	-37.74
117.60	-37.74
117.60	-37.35
117.65	-37.35
117.65	-37.72
117.70	-37.72
117.70	-37.81
117.75	-37.81
117.75	-37.69
117.80	-37.69
117.80	-37.67
117.85	-37.67
117.85	-37.39
117.90	-37.39
117.90	-37.27
117.95	-37.27
117.95	-37.42
118.00	-37.42
118.00	-37.52
118.05	-37.52
118.05	-37.70
118.10	-37.70
118.10	-37.63
118.15	-37.63
118.15	-37.75
118.20	-37.75
118.20	-37.88
118.25	-37.88
118.25	-37.88
118.30	-37.88
118.30	-37.78
118.35	-37.78
118.35	-37.68
118.40	-37.68
118.40	-37.59
118.45	-37.59
118.45	-37.32
118.50	-37.32
118.50	-36.92
118.55	-36.92
118.55	-37.26
118.60	-37.26
118.60	-37.17
118.65	-37.17
118.65	-37.48
118.70	-37.48
118.70	-37.31
118.75	-37.31
118.75	-37.12
118.80	-37.12
118.80	-37.30
118.85	-37.30
118.85	-37.51
118.90	-37.51
118.90	-37.20
118.95	-37.20
118.95	-36.70
119.00	-36.70
119.00	-36.82
119.05	-36.82
119.05	-36.99
119.10	-36.99
119.10	-36.98
119.15	-36.98
119.15	-36.95
119.20	-36.95
119.20	-36.35
119.25	-36.35
119.25	-36.68
119.30	-36.68
119.30	-36.69
119.35	-36.69
119.35	-35.85
119.40	-35.85
119.40	-35.80
119.45	-35.80
119.45	-35.70
119.50	-35.70
119.50	-35.60
119.55	-35.60
119.55	-35.65
119.60	-35.65
119.60	-35.45
119.65	-35.45
119.65	-35.49
119.70	-35.49
119.70	-35.35
119.75	-35.35
119.75	-34.88
119.80	-34.88
119.80	-34.68
119.85	-34.68
119.85	-34.93
119.90	-34.93
119.90	-35.01
119.95	-35.01
119.95	-34.74
120.00	-34.74
120.00	-34.81
120.05	-34.81
120.05	-34.72
120.10	-34.72
120.10	-34.52
120.15	-34.52
120.15	-34.41
120.20	-34.41
120.20	-34.32
120.25	-34.32
120.25	-34.61
120.30	-34.61
120.30	-34.48
120.35	-34.48
120.35	-34.29
120.40	-34.29
120.40	-34.35
120.45	-34.35
120.45	-34.32
120.50	-34.32
120.50	-34.20
120.55	-34.20
120.55	-34.18
120.60	-34.18
120.60	-34.03
120.65	-34.03
120.65	-33.95
120.70	-33.95
120.70	-33.81
120.75	-33.81
120.75	-33.54
120.80	-33.54
120.80	-33.66
120.85	-33.66
120.85	-33.67
120.90	-33.67
120.90	-33.39
120.95	-33.39
120.95	-33.35
121.00	-33.35
121.00	-33.34
121.05	-33.34
121.05	-33.32
121.10	-33.32
121.10	-33.14
121.15	-33.14
121.15	-32.79
121.20	-32.79
121.20	-32.85
121.25	-32.85
121.25	-32.67
121.30	-32.67
121.30	-32.70
121.35	-32.70
121.35	-32.60
121.40	-32.60
121.40	-32.69
121.45	-32.69
121.45	-32.89
121.50	-32.89
121.50	-32.64
121.55	-32.64
121.55	-32.39
121.60	-32.39
121.60	-32.43
121.65	-32.43
121.65	-32.33
121.70	-32.33
121.70	-32.46
121.75	-32.46
121.75	-32.45
121.80	-32.45
121.80	-32.35
121.85	-32.35
121.85	-32.39
121.90	-32.39
121.90	-32.37
121.95	-32.37
121.95	-32.34
122.00	-32.34
122.00	-32.26
122.05	-32.26
122.05	-32.27
122.10	-32.27
122.10	-32.15
122.15	-32.15
122.15	-32.32
122.20	-32.32
122.20	-32.34
122.25	-32.34
122.25	-32.33
122.30	-32.33
122.30	-32.30
122.35	-32.30
122.35	-32.33
122.40	-32.33
122.40	-32.36
122.45	-32.36
122.45	-32.49
122.50	-32.49
122.50	-32.59
122.55	-32.59
122.55	-32.58
122.60	-32.58
122.60	-32.64
122.65	-32.64
122.65	-32.64
122.70	-32.64
122.70	-32.49
122.75	-32.49
122.75	-32.47
122.80	-32.47
122.80	-32.68
122.85	-32.68
122.85	-32.62
122.90	-32.62
